"4.T.1"	"4.T.2"	"7.T.1"	"7.T.2"	"8.T.1"	"8.T.2"	"9.T.4"	"9.T.Flare"	"10.T.2"	"10.T.3"	"17.T.4"	"17.T.Flare"	"18.T.1"	"18.T.2"	"20.T.1"	"20.T.2"	"32.T.2"	"44.T.1"	"44.T.2"	"57.T.1"	"57.T.2"	"63.T.1"	"63.T.2"	"64.T.1"	"64.T.2"	"68.T.2"	"68.T.Flare"	"69.T.2"	"69.T.Flare"	"72.T.1"	"72.T.2"	"73.T.1"	"73.T.Flare"	"2.T.1"	"2.T.2"	"6.T.2"	"13.T.1"	"13.T.2"	"15.T.1"	"15.T.2"	"21.T.2"	"21.T.Flare"	"22.T.1"	"22.T.2"	"23.T.1"	"23.T.2"	"27.T.1"	"27.T.2"	"29.T.1"	"29.T.2"	"30.T.1"	"30.T.2"	"34.T.3"	"34.T.4"	"38.T.3"	"38.T.4"	"39.T.1"	"39.T.2"	"19.T.1"	"41.T.1"	"41.T.2"	"46.T.3"	"46.T.Flare"	"54.T.1"	"54.T.2"	"55.T.1"	"55.T.2"	"3.T.1"	"3.T.2"	"11.T.1"	"11.T.2"	"19.T.2"	"25.T.1"	"25.T.2"	"26.T.1"	"26.T.2"	"31.T.1"	"31.T.2"	"37.T.1"	"37.T.2"	"47.T.1"	"47.T.2"	"48.T.1"	"48.T.2"	"32.T.1"	"24.T.1"	"49.T.1"	"49.T.2"	"60.T.1"	"60.T.2"	"67.T.1"	"67.T.2"	"74.T.1"	"74.T.2"	"75.T.1"	"75.T.2"	"79.T.1"	"79.T.2"	"6.T.Flare"	"24.T.2"
"contig_1249"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3102358229067	622.551239817549	0	0	0	0	0	0.982770457533155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_125"	0.972921932399964	0	11.1695672222362	974.518101846968	12.69407023805	0	5.1785775403503	0	0	0	8473.7846321785	5.89081657149204	0	0	0	0	0	0.97005739379844	7.55403885273894	0	0	0	0	0	0	0	0	0	0	0	0	969.346995328973	0	1.00676644107092	1.05397868124333	0	0	0	0	0	0	0	0	0	0	0	1.00929731372309	1.01625264437751	0	2.00720789921611	0	3.9993488478451	21.6471602045136	0.964021311090638	56.2195517556171	2.87735234043404	7240.98695469726	2261.96978944302	0	0	0	0	0	290.528572800378	47.9921081629779	0	0	582.554101977273	28.4164339403913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5682574259886	0	4.8473891431654	0	0	9.52980849130536	0	0	0	0	10.598781656036
"contig_1250"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.86725489124	868.989969693714	0	0	0	0	1.00097081610412	0	0	0	0	0	0	0	0	0	0	3.87411445679516	0	0	0	0	0	0	0	7.45937496015207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1251"	0	2.07052476988481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06291284861773	0	0	0	0	367.184030280288	138.816973355778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1252"	0	0	0	0	0	0	8.04681178682487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06227225259061	179.218928287683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1253"	0	0	1.01489632080125	0	711.529152350565	0	1.00585147335311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999375669307849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7086476916156	54.2658284782135	0	0	0	0	0	0	0	0	0	0	0	5.432306828811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.196807080477	0	0	0	0	0	0	0	0
"contig_1255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16591056227053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00281141901262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.7248457025362
"contig_1256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9738583085994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90523932261401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.887004269371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5191087840947	23.3914463900373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4820046476837	81.9541966898811	0	0	0	0	0	0	0	1.03504885293941	0	1.036214528937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.0507061825996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9534931615061	45.6863937859478	0	8.04117085694533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00639114096238	7.03243906456187	8.99603250944059	0	0	0	0	0	0
"contig_126"	0	0	0	0	0	0	0	1.90203030077331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04170283539766	0	2.1076947817301	0	0	0	0	0	0	0	0	0	0	0	0	1.01621083139349	0	0	0	0	0	0	12.8232012064552	23.2872165200693	0	0	0	0	1.0163441501923	1.94886758146178	1.0010727522489	0	0	0.969708032333098	0	2024.0752101647	34.2978991049398	0	2.83496905597847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969247133756687	0	0	0	0	0	0	0	0	0	0
"contig_1260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0529594686887	106.739303201991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1261"	6.10905289757911	315.779914269812	0	12.9498934303812	0	0	13.1342519612452	0	66.4591040005876	16.8454912255626	0	2.02366274189078	0	0	0	0	0	0	0	0	0	0	3.18701004883047e-07	92.1941948842003	1077.79909282247	0	0	0	0	0	0	0	85.2353478174037	0	0	173.808174529675	0	0	0	0	0	0	12.7653869608719	0	0	6.05707995223742	242.328711272618	3175.61914502358	0	0	0	2.12663616329121	17.6864221046126	0	0	4.14345080640098	12.0145702171823	18.1045644885241	0	0	64.8841433964985	0	0	5.54072392177494	0	30.2954946492104	23.988458121062	0	26.4523713552486	801.458444080693	35.3699828173792	0	0	2.00843921636958	12.882787572509	0	0	0	0	0	0	1.24419640945677	0.999307256521869	3.25061084777413	0	32.3789251080758	0	0	0	12.1917654623919	1.12448414988569	7.22487933727913	0	19.2092582385868	18.8046054192393	22.5231749772573	0	1.16627702373721	171.687298203349	240.854425572776
"contig_1262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0195869948225	78.0098710320848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1263"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11270355508916	0	0	0	0	0	0	0	0	2.18645658163228	0	3.39244112761999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81943216720367	0	1.3992994734952	0	0	4.30159274450155	0	0	0	0	0	0	0	0	2.43808796973707	0	0	0	0	0	0	0	0	0	0	0	0	1.64638993301394	0	0	0	0	0	0.999643938168964	0	0	0	0	0	3.74049818868379	0	0	1.60615997451865	0	2.06092023985225	7.63943356987797	111.227931898521	0	0	0	0	0	0
"contig_1264"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996256127544435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.1068605077867
"contig_1265"	12.1107675245383	54.9966401170911	108.577756257585	39.5098395121934	3.03097883274318	0	60.085609685654	9.03646791108492	157.818044130707	217.265778137079	3.02052083652349	28.489246035762	3.2102328881338	0	10.6875725978094	5.33634788460153	1.11098255314964	5.04492123534422	0	128.036846525597	430.410974027526	0	7.80710251818044	15.5046489879073	34.2178773262546	18.2096969012013	43.968259285437	26.4854636627334	66.560951059689	9.600989237248	0	1.99128267787417	71.2450485237763	11.9278711327937	23.0563387947487	212.321859056669	55.3498126367988	60.0115753660003	140.364307517748	31.7986279151584	67.876015858703	1.97924727030433	1652.9890328178	0	5.42745609710023	737.709612409127	31.5892769130423	96.8491523827118	7.89829102562571	13.8347363430875	0.984325834543264	1.33030729723055	17.2680708553454	0	62.2027812878624	4.90609858028163	123.945045967833	7.24281467171092	20.1036245820865	29.631491044491	14.2649014642102	5.15951053649403	6.92055971326583	5.90287195833617	0	17.0604665214259	154.877282777669	449.589813483037	65.4722210273649	13.830181614201	7.35350404542453	7.82111245873775	416.784948633398	232.080860404972	45.5194443850218	14.3408395760954	1.00761244922601	4.26300702018606	10.748618032926	8.67886372174552	28.00999442782	115.378513499202	7.33238496910144	9.38675830453657	3.53080396987695	10.0910340597892	13.968310156923	2.21772098844115	7.92675127038288	4.40561909966014	0	17.5428565893353	31.451992667974	247.176577070104	238.312470359489	115.800641868726	83.4595949156304	24.8753178785524	255.677965249889	4.79244699684599
"contig_1266"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01685206739579	133.558827087585	0	0	0	0	0	0	0	0	0	0
"contig_1267"	0	0	0	1340.31222974362	1.49246338512623	0	2.78002824832241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.100250024943	1.01079137582812	0	44.0553580799384	0	0	0	0	1.37051488919676	0	0	0	0	0	0	0	44.8166853915745	182.8162609777	0	0	0	0	0	0	0	0	0	0	0	0	2.38877919948849	1.2968378579978	1135.51123338247	0	0	0	0	0	0	0	1.09675582132888	69.5917644544965	0	0	0	0	0	67.7420015974548	0	0	69.5348545035422	19.860993363617	0	0	0	0	0	0	0	55.817260715427	62.581278581025	0	0	0	3.87554350607385	0	47.477639062416	0
"contig_1268"	2.33017819924461	76.9191665633768	232.05046111832	15705.2982914072	16.4223729491387	8.56229957543059	6047.14958208067	14.2515675549628	1585.86701787507	3111.21473597544	9776.03933953481	1936.26282752447	13107.3368268898	13.6309921327811	637.328227830883	12699.8053949632	19.775303380037	1.01202616655141	4.87482244532972	7.53401799433543	2000.30447853196	6.33157787538466	14644.1509836316	7850.86161344407	18662.491454462	21.9577099552684	813.431902441979	5737.68201923991	924.404820383909	394.783626432316	6.96919156485343	3380.58923232269	27437.493069996	1166.85254964067	818.013412935536	67.2131404479953	606.841367936691	511.496182922047	1520.9949384678	79.2777197593215	14291.0975128026	8084.82334785045	139308.091008079	13.3561637572653	6.78500103701669	104.295919491863	1239.69670404848	9634.40639670052	16.082642467833	18.7011363710283	75.3780199496713	5.05326920638492	196.078869997366	26.584423219246	13224.7392655376	489.338630881954	5.08156294276553	60.4056367041832	54.103179324371	2.57025842387393	57.6094186378225	235.394693301099	290.728280939907	10.8081262031495	0	801.950580285644	3735.85963358227	4.1209308855107	60.3603679481951	132.662715591271	572.467994620307	0	6.42389694443225	773.712721566902	3112.61970734341	47268.8143677131	96.089484148809	27.0205696619593	328.497214209045	53.3837570266479	15094.0941747023	8312.14823550142	38023.3325232535	12451.8567360893	27.7244455065715	1103.71021530375	693.205229627838	98.2741456463264	799.774372331299	4493.52345773546	6.56413707117057	820.41319493153	18477.8309590303	11852.6026928487	8634.66494379099	8090.64095493711	7811.46871136115	1145.81064768462	81.3361849796315	6796.01814978038
"contig_1269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01946846179756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02151687123211	114.052888559997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_127"	0	0	1.11579571584735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974253440102466	0	0	0	0	0	0	0	0	0	4.07827178842336	0	0	6.65026331446705	1.06000614850196	1321.78059724869	0	0	0	0.985029705149196	0	0	0	0	0	0	0.941883700424808	0	0	0	0	0	0	0	0	0	0	0	0	0.969908005403002	0	0	0	18.9842239735447	1662.11324142951	0	0	471.462686419316	0	0	1.86113336594753	0	0	0	1.07904851094881	4.03290335291104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44362421058651	0	0	4.82038910847951
"contig_1270"	0	0	0	0	0	0	0	2.01277509762763	0	0	0	0	0	0	0	0	0	0	31.6108681138237	0	0	0	0	0	4.9977858962141	0	0	0	0	0	0	125.399540011853	1.00317382637373	0	0	0	0	0	0	0.993146829938964	0	0	0	0	0	0	0	4.99995805492382	0	0	0	0	88.3385862183774	0	2.04825236659513	0	0	0	0	0	0	0	0	0	0	0.996388951534311	0	63.2176727575421	39.2105370142378	1.99975038735205	24.2352108080371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0693432699525	0	0	0	0	0	0	0	0	0	10.2079056216354
"contig_1271"	31.6077533916769	906.392627893961	0	0	0	0	9.03096557223756	29.04358498964	74.3266916558754	24.4864140715516	9.64560937247597e-07	0	0	1.45384138851635	0	0	0	0	0	0	108.135858103403	0	49.0741597641912	74.7985072316863	376.958689660956	0	113.638909846438	13.5997758322256	11.6856819900097	20.6412120354694	28.4866020351269	4.43695903021731	70.591886829587	124.293372225742	353.706197502166	27.0452456222999	18.0033258967338	52.9762659686358	1135.94882587068	40.4583474789381	27.5232642232088	4.4783421574439	770.910506409428	3.08101837499381	3.38692102887993	5.94786899698877	53.7332027070107	111.191183089001	12.7514711544656	147.215213240526	31.316956502084	4.12386182000525	67.8126658051614	4.2352538064417	92.6414771750461	118.657057094177	38.8084914193326	82.4372102538162	30.4924316659508	463.664156315032	310.554450912173	25.7492309882173	48.7938400053796	0	3.97724914167557	154.106996869834	197.327454945408	191.648075562052	234.699209251294	197.700089246012	26.8503540575131	81.6962473358271	19.9129932810164	46.2679148175654	0	4.22666740728211	0	0	0	10.5697845399091	0	10.7026058942402	23.2018011916235	9.64309477800131	0	9.02371168839297	0	0	37.1696472583609	21.3368585130549	0	0	63.6653973984052	75.9680231793521	125.691230567006	62.1524956246371	220.936887841396	89.8912554073891	36.6300806896392	4.34503820474846
"contig_1272"	0	0	0	0	0	0	0	0	0.993418741574584	33.915814889704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98501436602948	1.01698313151917	17630.9316245141	1.986404267552	0	2.94065870965083	0	1.0273254194732	0.967828810692996	3.0350885770846	0	0	0	0	0	0	0	0	9.21756492545557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.4585885168123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1275"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.7681827412954	7.25233276174631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1276"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99520962597179	108.338199690365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1277"	0	20.2472654897175	0	1.060190208484	0	0	24.9360517597749	0	1.11835151718754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00840392478995	0	0	0	0	9.00077264889391	0.992414530189208	0	1.06178447175138	149.600038055443	25.6703463101721	15.7446140050258	0	0	7.21341270339295	145.186728501655	0	0	0	0	0	0	0	0	0	1.02311632950005	0	0	12.1827049849648	1.08077809748132	0	2.06931125988919	58.5532147760552	23.4740084546809	84.6005345247465	24.0796756701081	157.389638260467	0	0	0	0	1.99198769001047	0	0	0	7.91585463401072	0	70.7228004575266	2.31570445912189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00465701725493	1790.89395803882	0	0	0	0	1.15955945728733	1.23467741089225	0	0	111.382625868639	0
"contig_1278"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.4076359867783	20.7229730921312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1279"	0	17.3570699826942	2.02640208539965	3708.38775177492	2.06147694817632	1.00276713097194	0	2.01349648898967	1533.90433630462	314.36974738822	0.994508601566661	1.09051152682449	5.12715387433663	0	71.8813024320989	233.476068889859	1.03134018352981	0	0	0	1.01866542955873	1.024506457686	17.3164472840166	835.893828879613	2987.51414804946	0	2.05082296026588	1.18448537830404	0	1.00012418429848	0	0	11.1887918793032	2.48836535565535	0	1.00419790852616	2.99238686781225	4.36532319325669	40.3078153487163	1.02584346644354	906.773549493597	700.778467634267	0	0	0	13.1533652212652	441.493857545088	3415.56844727001	0.999722667226833	6.01874987113947	0	0	0	0	1.0243175947187	0	2.04380591060233	4.55346292458562	0	193.15551152547	179.251024405498	0	0	0	0	2.48651776075215	0	150.004237878902	650.338599468034	914.455394965839	60.6083364138869	4.00472562887702	1.03054872845	217.255453291493	0	0	2.9935937671164	0	0.985548331188821	3.36620748989949	0.998788843115314	179.767577753953	0	1.00231896822717	2.04576437771182	165.16998132958	0	18.9692987748902	10.0386221393023	28267.8822255915	206.098142933641	0	11.9346326914511	1409.59352864879	221.25639993168	107.289734093851	3.46562830846323	3.69382827034762	7.26788110458436	260.290546526266
"contig_128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.74251027081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00212749350727	0	0	0.969914850331079	0	1093.34318205808	1298.62359699164	0	0	0	0	0	2.03173536970846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06594206935372	173.244513547182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00077568716573	2.00476868848639	0	8.99315068360482	17226.5837788928	0.996828587052258	0	0	0	0	2.02182357497316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99878674917876	3.99748113630604	2.99780565737452	17.9762836875025	10.1189114843307	5.9920067315669	515.066491938972	57980.8130627227	2.98551661995935	5.01533816520096	2.00171632289184	6.02539857464632	0	0	0	0	0	0	0.98007298965987	16.9946908336029	0	0	1.01183118041222	0	0	0	0	0	0	0	2.16700959809298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1283"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.4324973407686	0	0	0	0	0	0	0	0	0	0
"contig_1284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99976259240239	66.6860576133878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04902135596904	30.0630735525372	0	0	0	0	0	0	0.999932044704675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_1286"	2.48986656098668	276.670886754513	3.49427339363399	816.006307478544	1.03151517952187	1.00287896702879	1.01822024262006	0	2.06077988625148	7.45173071676269	0	3.85286207445393	1.06753639960089	4.31426270158099	17.9682692271291	222.093892961258	1.03210546546852	2.00301305566032	0	0	0	0	101.248474123472	367.576827306704	832.864711896803	4.99374452364859	537.564211713587	0	1.99735350561017	6.00583526235047	8.91782338598499	0.995045790326789	552.496340878467	312.135365199862	794.629907884045	1603.65262934077	30.6428523373114	104.362717622745	6.24062173506882	317.370408871581	354.471208944981	21.4359885691603	28.9413034963951	0	2.55556607308809	0	53.8075120957097	336.062731150968	11.0731704577392	8.1101301711701	9.92767637685355	0	95.7576513536928	4.34311618376626	140.273945096375	21.5455031115976	72.9767305865737	86.2726887475569	17.9893402167086	2.00850872478593	0	1184.47046552609	997.794140798954	11.9732514665593	3.18299892319899	478.861663138495	222.695529190294	283.455987070402	43.975367491598	50.525996617716	70.122083337027	65.5756896365653	27.7738814480839	74.8394255952544	0.369153371915022	47.2288142080648	0	0	0.985231878451488	9.34788421230106	0	8.36220431203997	139.009877932225	40.357692114062	0	0	35.2765782600978	200.754297096689	23.2019706364051	59.4854150668834	1.03981682497692	1.37611141263072	32.1241216621955	43.1690945981151	73.9245513628004	2.12425144207503	140.633398779161	131.151052163521	342.428910052898	0
"contig_1287"	4.47405381637373	1352.97457154264	10.5034958444778	0	0	0	0	0	0	0	0	5.55107674559261	0	0	0	0	0	0	0	0	0	0	0	0	54.3028623143282	0	0	0	0	0	0	5.43998161683176	32.9751477384795	0	0	0	0	0	0	4.55032875880825	5.57179144335668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.388713587547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80733662597166	57.3825254994094	0	0.8456497158054	0	0	0	56.849922532099	0	5.32448955075141	34.6735475122454	0	4.01372598058885e-06	0	10.5958217296134
